condition_id,product_id,condition_type,rate_bonus,threshold_value,exclusive_group,evidence_text,source_url,verification_status,confidence_badge
CU-03010-1714-영업점-36-COND-5,CU-03010-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03010-1714-영업점-36-COND-6,CU-03010-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11036-1715-스마트폰-36-COND-1,CU-11036-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-11036-1715-스마트폰-36-COND-2,CU-11036-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-11036-1714-영업점-36-COND-1,CU-11036-1714-영업점-36,카드실적,,,g_preferential,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11036-1714-영업점-36-COND-2,CU-11036-1714-영업점-36,자동이체,0.2,,g_preferential,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11036-1714-영업점-36-COND-3,CU-11036-1714-영업점-36,기타,0.3,,g_preferential,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11036-1714-영업점-36-COND-4,CU-11036-1714-영업점-36,기타,,,g_preferential,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11036-1714-영업점-36-COND-5,CU-11036-1714-영업점-36,비대면가입,0.2,,g_preferential,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11036-1714-영업점-36-COND-6,CU-11036-1714-영업점-36,기타,0.1,,g_preferential,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06167-1715-스마트폰-36-COND-1,CU-06167-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-06167-1715-스마트폰-36-COND-2,CU-06167-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-06108-1715-스마트폰-36-COND-1,CU-06108-1715-스마트폰-36,카드실적,,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-06108-1715-스마트폰-36-COND-2,CU-06108-1715-스마트폰-36,기타,,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-06108-1714-영업점-36-COND-1,CU-06108-1714-영업점-36,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06108-1714-영업점-36-COND-2,CU-06108-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06108-1714-영업점-36-COND-3,CU-06108-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06108-1714-영업점-36-COND-4,CU-06108-1714-영업점-36,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06108-1714-영업점-36-COND-5,CU-06108-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06108-1714-영업점-36-COND-6,CU-06108-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-10021-1715-스마트폰-36-COND-1,CU-10021-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-10021-1715-스마트폰-36-COND-2,CU-10021-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-10021-1714-영업점-36-COND-1,CU-10021-1714-영업점-36,카드실적,,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-10021-1714-영업점-36-COND-2,CU-10021-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-10021-1714-영업점-36-COND-3,CU-10021-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-10021-1714-영업점-36-COND-4,CU-10021-1714-영업점-36,기타,,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-10021-1714-영업점-36-COND-5,CU-10021-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-10021-1714-영업점-36-COND-6,CU-10021-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03239-1715-스마트폰-36-COND-1,CU-03239-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03239-1715-스마트폰-36-COND-2,CU-03239-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-11031-1715-스마트폰-36-COND-1,CU-11031-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-11031-1715-스마트폰-36-COND-2,CU-11031-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03187-1715-스마트폰-36-COND-1,CU-03187-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03187-1715-스마트폰-36-COND-2,CU-03187-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03187-1714-영업점-36-COND-1,CU-03187-1714-영업점-36,카드실적,,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03187-1714-영업점-36-COND-2,CU-03187-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03187-1714-영업점-36-COND-3,CU-03187-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03187-1714-영업점-36-COND-4,CU-03187-1714-영업점-36,기타,,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03187-1714-영업점-36-COND-5,CU-03187-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03187-1714-영업점-36-COND-6,CU-03187-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03196-1715-스마트폰-36-COND-1,CU-03196-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03196-1715-스마트폰-36-COND-2,CU-03196-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03196-1714-영업점-36-COND-1,CU-03196-1714-영업점-36,카드실적,,,g_overall,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03196-1714-영업점-36-COND-2,CU-03196-1714-영업점-36,자동이체,0.2,,g_overall,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03196-1714-영업점-36-COND-3,CU-03196-1714-영업점-36,기타,0.3,,g_overall,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03196-1714-영업점-36-COND-4,CU-03196-1714-영업점-36,기타,,,g_overall,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03196-1714-영업점-36-COND-5,CU-03196-1714-영업점-36,비대면가입,0.2,,g_overall,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03196-1714-영업점-36-COND-6,CU-03196-1714-영업점-36,기타,0.1,,g_overall,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03147-1715-스마트폰-36-COND-1,CU-03147-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03147-1715-스마트폰-36-COND-2,CU-03147-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03147-1714-영업점-36-COND-1,CU-03147-1714-영업점-36,카드실적,,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03147-1714-영업점-36-COND-2,CU-03147-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03147-1714-영업점-36-COND-3,CU-03147-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03147-1714-영업점-36-COND-4,CU-03147-1714-영업점-36,기타,,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03147-1714-영업점-36-COND-5,CU-03147-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03147-1714-영업점-36-COND-6,CU-03147-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03111-1715-스마트폰-36-COND-1,CU-03111-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03111-1715-스마트폰-36-COND-2,CU-03111-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03111-1714-영업점-36-COND-1,CU-03111-1714-영업점-36,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03111-1714-영업점-36-COND-2,CU-03111-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03111-1714-영업점-36-COND-3,CU-03111-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03111-1714-영업점-36-COND-4,CU-03111-1714-영업점-36,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03111-1714-영업점-36-COND-5,CU-03111-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03111-1714-영업점-36-COND-6,CU-03111-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-01202-1715-스마트폰-36-COND-1,CU-01202-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-01202-1715-스마트폰-36-COND-2,CU-01202-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03020-1715-스마트폰-36-COND-1,CU-03020-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03020-1715-스마트폰-36-COND-2,CU-03020-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03020-1714-영업점-36-COND-1,CU-03020-1714-영업점-36,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03020-1714-영업점-36-COND-2,CU-03020-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03020-1714-영업점-36-COND-3,CU-03020-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03020-1714-영업점-36-COND-4,CU-03020-1714-영업점-36,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03020-1714-영업점-36-COND-5,CU-03020-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03020-1714-영업점-36-COND-6,CU-03020-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03056-1715-스마트폰-36-COND-1,CU-03056-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03056-1715-스마트폰-36-COND-2,CU-03056-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-08183-1715-스마트폰-36-COND-1,CU-08183-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-08183-1715-스마트폰-36-COND-2,CU-08183-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-08183-1714-영업점-36-COND-1,CU-08183-1714-영업점-36,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08183-1714-영업점-36-COND-2,CU-08183-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08183-1714-영업점-36-COND-3,CU-08183-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08183-1714-영업점-36-COND-4,CU-08183-1714-영업점-36,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08183-1714-영업점-36-COND-5,CU-08183-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08183-1714-영업점-36-COND-6,CU-08183-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03133-1715-스마트폰-36-COND-1,CU-03133-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03133-1715-스마트폰-36-COND-2,CU-03133-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-03133-1714-영업점-36-COND-1,CU-03133-1714-영업점-36,카드실적,,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03133-1714-영업점-36-COND-2,CU-03133-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03133-1714-영업점-36-COND-3,CU-03133-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03133-1714-영업점-36-COND-4,CU-03133-1714-영업점-36,기타,,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03133-1714-영업점-36-COND-5,CU-03133-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-03133-1714-영업점-36-COND-6,CU-03133-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08078-1715-스마트폰-36-COND-1,CU-08078-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-08078-1715-스마트폰-36-COND-2,CU-08078-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-08078-1714-영업점-36-COND-1,CU-08078-1714-영업점-36,카드실적,,,g_prefer,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08078-1714-영업점-36-COND-2,CU-08078-1714-영업점-36,자동이체,0.2,,g_prefer,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08078-1714-영업점-36-COND-3,CU-08078-1714-영업점-36,기타,0.3,,g_prefer,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08078-1714-영업점-36-COND-4,CU-08078-1714-영업점-36,기타,,,g_prefer,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08078-1714-영업점-36-COND-5,CU-08078-1714-영업점-36,비대면가입,0.2,,g_prefer,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08078-1714-영업점-36-COND-6,CU-08078-1714-영업점-36,기타,0.1,,g_prefer,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-05048-1714-영업점-36-COND-1,CU-05048-1714-영업점-36,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-05048-1714-영업점-36-COND-2,CU-05048-1714-영업점-36,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-05048-1714-영업점-36-COND-3,CU-05048-1714-영업점-36,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-05048-1714-영업점-36-COND-4,CU-05048-1714-영업점-36,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-05048-1714-영업점-36-COND-5,CU-05048-1714-영업점-36,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-05048-1714-영업점-36-COND-6,CU-05048-1714-영업점-36,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-08061-1715-스마트폰-36-COND-1,CU-08061-1715-스마트폰-36,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-08061-1715-스마트폰-36-COND-2,CU-08061-1715-스마트폰-36,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
